t response
0.004859985909839118 1.0746025971876112
0.0049284364156115 1.0785366771166007
0.004996886921383881 1.0821037137943736
0.005065337427156263 1.0853157324265894
0.005133787932928646 1.0881848499640325
0.005202238438701027 1.0907232455655818
0.005270688944473409 1.0929431324874541
0.005339139450245792 1.094856731381053
0.0054075899560181735 1.0964762449798178
0.005476040461790555 1.0978138341536576
0.005544490967562937 1.0988815953078999
0.005612941473335319 1.0996915391021465
0.005681391979107701 1.1002555704630397
0.005749842484880083 1.1005854698636601
0.005818292990652465 1.10069287584114
0.005886743496424847 1.1005892687230332
0.005955194002197229 1.1002859555320745
0.006023644507969611 1.0997940560381538
0.006092095013741992 1.0991244899256234
0.006160545519514374 1.0982879650434694
0.006228996025286757 1.097294966705366
0.0062974465310591385 1.0961557480062318
0.00636589703683152 1.0948803211215878
0.006434347542603903 1.0934784495557799
0.0065027980483762845 1.0919596413049855
0.006571248554148666 1.0903331429008452
0.006639699059921048 1.088607934300559
0.00670814956569343 1.0867927245893647
0.006776600071465812 1.0848959484614396
0.006845050577238194 1.0829257634454743
0.006913501083010576 1.0808900478414216
0.006981951588782958 1.0787963993352285
0.00705040209455534 1.0766521342587287
0.007118852600327722 1.074464287462281
0.0071873031061001035 1.072239612768191
0.007255753611872485 1.0699845839734565
0.007324204117644868 1.067705396370899
0.0073926546234172495 1.0654079687583287
0.007461105129189631 1.0630979459059773
0.007529555634962014 1.060780701453071
0.0075980061407343955 1.0584613412050716
0.007666456646506777 1.0561447068037906
0.007734907152279159 1.0538353797432847
0.007803357658051541 1.0515376857051624
0.007871808163823922 1.0492556991876594
0.007940258669596304 1.0469932484035993
0.008008709175368688 1.0447539204231082
0.00807715968114107 1.0425410665377253
0.008145610186913451 1.0403578078233287
0.008214060692685833 1.0382070408800743
0.008282511198458214 1.036091443728336
0.008350961704230596 1.034013481840416
0.008419412210002978 1.0319754142885873
0.008487862715775361 1.0299792999908095
0.008556313221547743 1.0280270040362458
0.008624763727320125 1.026120204073483
0.008693214233092507 1.0242603967451283
0.008761664738864888 1.0224489041532214
0.00883011524463727 1.0206868803406541
0.008898565750409652 1.0189753177745386
0.008967016256182033 1.0173150538181972
0.009035466761954415 1.0157067771791721
0.009103917267726799 1.014151034321367
0.00917236777349918 1.012648235830127
0.009240818279271562 1.0111986627197505
0.009309268785043944 1.0098024726735964
0.009377719290816326 1.008459706207603
0.009446169796588707 1.0071702927486768
0.009514620302361089 1.0059340566200272
0.009583070808133472 1.0047507229261388
0.009651521313905854 1.0036199233306495
0.009719971819678236 1.0025412017209865
0.009788422325450618 1.00151401975416
0.009856872831223 1.0005377622786522
0.009925323336995381 0.9996117426278591
0.009993773842767763 0.998735207781045
0.010062224348540144 0.9979073433882477
0.010130674854312526 0.9971272786560423
0.01019912536008491 0.9963940910915128
0.010267575865857291 0.9957068111022143
0.010336026371629673 0.9950644264503161
0.010404476877402055 0.994465886559508
0.010472927383174437 0.9939101066736277
0.010541377888946818 0.9933959718663274
0.0106098283947192 0.9929223409014309
0.010678278900491583 0.9924880499439612
0.010746729406263965 0.9920919161221224
0.010815179912036347 0.9917327409408067
0.010883630417808729 0.9914093135474735
0.01095208092358111 0.9911204138515021
0.011020531429353492 0.9908648154983596
0.011088981935125874 0.9906412887001541
0.011157432440898256 0.9904486029243512
0.011225882946670637 0.9902855294426278
0.01129433345244302 0.9901508437420199
0.011362783958215402 0.9900433278006878
0.011431234463987784 0.9899617722307754
0.011499684969760166 0.9899049782909825
0.011568135475532548 0.9898717597715957
0.01163658598130493 0.9898609447548408
0.011705036487077311 0.9898713772535206
0.011773486992849694 0.9899019187309988
0.011841937498622076 0.9899514495056664
0.011910388004394458 0.9900188700431028
0.01197883851016684 0.9901031021391996
0.012047289015939221 0.9902030899975687
0.012115739521711603 0.9903178012045966
0.012184190027483985 0.9904462276055365
0.012252640533256367 0.9905873860850576
0.012321091039028748 0.9907403192556813
0.012389541544801132 0.9909040960575453
0.012457992050573513 0.9910778122729339
0.012526442556345895 0.9912605909590089
0.012594893062118277 0.9914515828021564
0.012663343567890659 0.9916499663973531
0.01273179407366304 0.9918549484559198
0.012800244579435422 0.9920657639450089
0.012868695085207806 0.9922816761621274
0.012937145590980187 0.9925019767479616
0.013005596096752569 0.9927259856407205
0.01307404660252495 0.992953050975167
0.013142497108297332 0.9931825489294499
0.013210947614069714 0.9934138835227965
0.013279398119842096 0.9936464863670584
0.013347848625614478 0.9938798163750485
0.01341629913138686 0.9941133594285312
0.013484749637159243 0.9943466280086687
0.013553200142931624 0.9945791607916488
0.013621650648704006 0.9948105222121504
0.013690101154476388 0.9950403019972285
0.01375855166024877 0.9952681146731245
0.013827002166021151 0.9954935990474317
0.013895452671793533 0.9957164176689671
0.013963903177565917 0.9959362562676249
0.014032353683338298 0.9961528231764053
0.01410080418911068 0.9963658487377351
0.014169254694883062 0.9965750846961181
0.014237705200655443 0.9967803035790702
0.014306155706427825 0.9969812980682211
0.014374606212200207 0.9971778803623792
0.014443056717972589 0.9973698815342835
0.01451150722374497 0.997557150882686
0.014579957729517354 0.9977395552813301
0.014648408235289736 0.997916978526318
0.014716858741062117 0.9980893206832822
0.014785309246834499 0.9982564974357017
0.01485375975260688 0.9984184394356331
0.014922210258379262 0.9985750916580549
0.014990660764151644 0.9987264127599476
0.015059111269924028 0.9988723744451734
0.01512756177569641 0.9990129608361414
0.015196012281468791 0.9991481678531853
0.015264462787241173 0.9992780026025129
0.015332913293013554 0.9994024827735253
0.015401363798785936 0.9995216360462427
0.015469814304558318 0.9996354995095125
0.0155382648103307 0.9997441190906214
0.015606715316103081 0.9998475489968733
0.015675165821875465 0.9999458511696436
0.015743616327647845 1.0000390947513673
0.01581206683342023 1.000127355565868
0.01588051733919261 1.0002107156123854
0.01594896784496499 1.0002892625736133
0.016017418350737375 1.0003630893380169
0.016085868856509755 1.0004322935366472
0.01615431936228214 1.000496977094643
0.01622276986805452 1.0005572457975542
0.016291220373826902 1.0006132088725983
0.016359670879599282 1.0006649785849153
0.016428121385371666 1.0007126698488582
0.01649657189114405 1.0007563998543176
0.01656502239691643 1.0007962877080565
0.016633472902688812 1.000832454089994
0.016701923408461192 1.0008650209243544
0.016770373914233576 1.0008941110655714
0.016838824420005956 1.0009198479988095
0.01690727492577834 1.0009423555549484
0.016975725431550723 1.0009617576398477
0.017044175937323103 1.0009781779776958
0.017112626443095486 1.0009917398682249
0.017181076948867866 1.0010025659575563
0.01724952745464025 1.0010107780224315
0.01731797796041263 1.0010164967675597
0.017386428466185013 1.001019841635808
0.017454878971957393 1.0010209306309472
